수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,대표이미지URL,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-08-19,전체,1,메디힐,[15년 연속 1위] 메디힐 에센셜 마스크팩 10/10+1매 기획 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223414,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A000000223414117ko.jpg?l=ko,20000,10000,50.0,476257,4.9,91,7,2,0,0,1,0,1,1,A000000223414,ALL
2026-08-19,전체,2,에르보리앙,[8월올영픽/단독기획] 에르보리앙 CC 레드 코렉트 15ml/45ml,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205355,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020535538ko.png?l=ko,42000,30900,26.4,4533,4.8,89,7,3,1,1,1,1,0,1,A000000205355,ALL
2026-08-19,전체,3,셀리맥스,[잡티미백/TXA] 셀리맥스 트라넥삼산 브라이트닝 크림 랩핑 마스크 5매 기획 (+1매),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000240462,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0024/A00000024046219ko.jpg?l=ko,26800,21000,21.6,2600,4.9,92,5,2,1,0,1,1,0,1,A000000240462,ALL
2026-08-19,전체,4,메디힐,[업그레이드 리뉴얼/단독기획] 메디힐 더마 패드 200매 대용량 기획 세트 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171427,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A000000171427228ko.png?l=ko,39900,28900,27.6,78848,4.8,85,10,3,1,1,1,0,1,1,A000000171427,ALL
2026-08-19,전체,5,비티티알,[매끈말끔] bttr 하이드라 베리어 클렌징 밀크 투 폼 150g,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262752,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026275207ko.jpg?l=ko,29000,20600,29.0,174,5.0,97,3,,,,1,1,1,1,A000000262752,ALL
2026-08-19,전체,6,츠바키,[8월 올영픽/올영1등 헤어팩/펌프 증정] 츠바키 프리미엄 EX 리페어 마스크 180g 더블 기획 (+펌프 증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217567,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0021/A00000021756719ko.jpg?l=ko,36000,21400,40.6,2503,4.9,90,8,2,0,0,1,1,1,1,A000000217567,ALL
2026-08-19,전체,7,딜라이트 프로젝트,[8월올영픽]딜라이트 프로젝트 단백질쉐이크 45g 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208162,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020816270ko.jpg?l=ko,3900,3700,5.1,45125,4.8,90,7,3,0,0,0,1,0,1,A000000208162,ALL
2026-08-19,전체,8,바이오던스,[원이PICK/1+1] 바이오던스 포어 퍼펙팅 콜라겐 펩타이드 세럼 30ml 더블 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000237409,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023740954ko.jpg?l=ko,64000,29300,54.2,4937,4.8,88,8,3,0,1,1,1,1,1,A000000237409,ALL
2026-08-19,전체,9,토리든,[NEW/1등수분세럼] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필 기획(+리필 50ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258291,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025829125ko.jpg?l=ko,36000,25650,28.7,5468,4.9,90,7,2,0,0,0,1,1,1,A000000258291,ALL
2026-08-19,전체,10,퓌,[민스코공동개발] 퓌 올데이 커버 블랙 쿠션 리필기획(본품+리필) 5종,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000253122,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025312239ko.jpg?l=ko,38000,27800,26.8,9540,4.7,80,13,5,1,1,1,1,1,1,A000000253122,ALL
2026-08-19,전체,11,온더바디,[초특가] 온더바디 발을씻자 코튼 풋샴푸 385ml 레몬/자몽/복숭아/쿨링/비누향 5종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000117399,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0011/A00000011739920ko.jpg?l=ko,5000,5000,0.0,27731,4.9,90,8,2,0,0,0,0,0,1,A000000117399,ALL
2026-08-19,전체,12,비플레인,[8월올영픽/2천만돌파]비플레인 녹두 약산성 클렌징폼 160ml 더블 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260522,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026052209ko.jpg?l=ko,26000,23900,8.1,18896,4.9,89,8,2,0,0,1,0,0,1,A000000260522,ALL
2026-08-19,전체,13,비디비치,[하루특가/쿠션리필+블러시 증정] 비디비치 블랙 퍼펙션 커버 핏 쿠션 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233171,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023317134ko.jpg?l=ko,46000,35200,23.5,8486,4.7,83,11,4,1,1,0,1,1,1,A000000233171,ALL
2026-08-19,전체,14,어노브,[4년 연속 1위] 어노브 딥 데미지 리페어 헤어 마스크 (트리트먼트/헤어팩) 320ml 더블/듀오 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171423,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A000000171423164ko.png?l=ko,42000,29800,29.0,89613,4.9,90,8,2,0,0,1,0,0,1,A000000171423,ALL
2026-08-19,전체,15,프로티원,프로티원 단백질쉐이크 파우치형 40g 6종,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202771,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A000000202771197ko.jpg?l=ko,3900,3900,0.0,96697,4.8,86,9,4,1,1,0,0,0,1,A000000202771,ALL
2026-08-19,전체,16,셀리맥스,[단독기획/모공탄력] 셀리맥스 더 비타 A 레티날 샷 타이트닝 부스터 15ml 기획(+3ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250199,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025019931ko.png?l=ko,30000,23100,23.0,2773,4.8,85,10,3,1,1,1,0,0,1,A000000250199,ALL
