수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,대표이미지URL,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-08-14,전체,1,어노브,[4년 연속 1위] 어노브 딥 데미지 리페어 헤어 마스크 (트리트먼트/헤어팩) 320ml 더블/듀오 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171423,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A000000171423164ko.png?l=ko,42000,29800,29.0,88852,4.9,89,8,2,0,0,1,0,0,1,A000000171423,ALL
2026-08-14,전체,2,어노브,어노브 딥 데미지 리페어 샴푸 500ml 더블/듀오 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183059,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0018/A00000018305979ko.png?l=ko,34000,26800,21.2,23430,4.9,91,7,2,0,0,1,0,0,1,A000000183059,ALL
2026-08-14,전체,3,메디힐,[15년 연속 1위] 메디힐 에센셜 마스크팩 10/10+1매 기획 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223414,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A000000223414117ko.jpg?l=ko,20000,10000,50.0,472736,4.9,91,7,2,0,0,1,0,1,1,A000000223414,ALL
2026-08-14,전체,4,리쥬덱스,[4배속_응급진정/장벽강화]리쥬덱스 더마 리페어링 크림 20g 기획(+리페어링 크림5g*2ea),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260521,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026052112ko.jpg?l=ko,45000,37900,15.8,1635,4.9,92,6,2,0,0,1,1,0,1,A000000260521,ALL
2026-08-14,전체,5,쏘내추럴,[1위픽서] 쏘내추럴 올 데이 타이트 메이크업 세팅 픽서 120ml 더블기획 (120ml+120ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162114,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0016/A00000016211443ko.jpg?l=ko,42000,31900,24.0,52783,4.8,84,12,4,1,0,1,1,0,1,A000000162114,ALL
2026-08-14,전체,6,메디힐,[업그레이드 리뉴얼/단독기획] 메디힐 더마 패드 200매 대용량 기획 세트 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171427,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A000000171427227ko.png?l=ko,39900,28600,28.3,78516,4.8,85,10,3,1,1,1,1,1,1,A000000171427,ALL
2026-08-14,전체,7,웰라쥬,[8월올영픽] 웰라쥬 리얼 히알루로닉 블루 100 앰플 100ml 기획 (+60ml 리필+수딩크림 30ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000261423,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026142335ko.jpg?l=ko,50000,29500,41.0,18426,4.8,89,8,2,0,0,1,1,1,1,A000000261423,ALL
2026-08-14,전체,8,딜라이트 프로젝트,[8월올영픽]딜라이트 프로젝트 단백질쉐이크 45g 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208162,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020816269ko.jpg?l=ko,3900,3600,7.7,44710,4.8,90,7,3,0,0,0,1,0,1,A000000208162,ALL
2026-08-14,전체,9,메디힐,[업그레이드 수분흔적세럼/1+1] 메디힐 마데카소사이드 더마 세럼 50+50mL 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000261742,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026174210ko.png?l=ko,43000,24400,43.3,731,4.9,95,3,1,0,0,1,1,1,1,A000000261742,ALL
2026-08-14,전체,10,닥터지,[8월올영픽/보송톤업] 닥터지 브라이트닝 업 선 플러스 50ml 기획 2종 (50+20/50+50+10) (선크림),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180158,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0018/A00000018015856ko.jpg?l=ko,32000,15500,51.6,13472,4.8,85,12,2,0,0,1,1,0,1,A000000180158,ALL
2026-08-14,전체,11,리쥬덱스,"[흔적 리페어_c-PDRN 10,000 PPM]리쥬덱스 더마 리페어링 솔루션 앰플 10mLx2EA",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260346,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026034617ko.jpg?l=ko,39000,31900,18.2,184,4.9,94,4,2,,,1,1,0,1,A000000260346,ALL
2026-08-14,전체,12,라카,[올영PICK/1분픽싱] 라카 퍼펙트 트윈 립 4.7g+4.2g 10 colors,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255256,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025525610ko.jpg?l=ko,22000,17300,21.4,3342,4.5,70,16,8,3,3,1,1,1,1,A000000255256,ALL
2026-08-14,전체,13,리스키,[8월 올영픽/미니 립글로스 누지 기획] 리스키 피그먼트 아이섀도우 팔레트 8Colors 단품/기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233305,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023330579ko.jpg?l=ko,36000,31320,13.0,3118,4.8,88,9,2,1,0,1,1,0,1,A000000233305,ALL
2026-08-14,전체,14,터치인솔,[모공프렙] 터치인솔 노포어블럼 프라이머 프렙 30ml,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249718,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0024/A00000024971822ko.jpg?l=ko,25000,18000,28.0,2549,4.9,95,3,1,0,1,1,0,1,1,A000000249718,ALL
2026-08-14,전체,15,비플레인,[8월올영픽/2천만돌파]비플레인 녹두 약산성 클렌징폼 160ml 더블 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260522,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026052209ko.jpg?l=ko,26000,23500,9.6,18558,4.9,89,8,2,0,0,1,1,0,1,A000000260522,ALL
2026-08-14,전체,16,셀라딕스,[리뷰이벤트/트러블1등] 셀라딕스 세범 리밸런싱 131 앰플 30ml 기획 (+미니언즈 키링) (미니언즈 콜라보),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260600,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026060006ko.jpg?l=ko,28900,25400,12.1,171,4.8,88,8,4,1,1,1,1,0,1,A000000260600,ALL
2026-08-14,전체,17,정샘물,[윤광쿠션] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000139063,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0013/A000000139063169ko.jpg?l=ko,48000,40800,15.0,38451,4.7,81,13,4,1,1,1,0,0,1,A000000139063,ALL
2026-08-14,전체,18,바닐라코,[8월올영픽/1+1] 바닐라코 무드 온 라인 앤 블렌드 아이라이너 (펜슬/트임/애교살) 10colors,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000226202,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A00000022620226ko.jpg?l=ko,12000,11500,4.2,4457,4.7,81,13,4,1,1,0,1,1,1,A000000226202,ALL
2026-08-14,전체,19,메디힐,[15년연속 1위] 메디힐 에센셜 마스크팩 1매 고기능 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217620,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0021/A00000021762059ko.png?l=ko,2000,1000,50.0,518617,4.9,89,8,2,0,0,1,0,1,1,A000000217620,ALL
2026-08-14,전체,20,토리든,[NEW/1등수분세럼] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필 기획(+리필 50ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258291,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025829125ko.jpg?l=ko,36000,27000,25.0,5120,4.9,90,7,2,0,0,1,0,0,1,A000000258291,ALL
2026-08-14,전체,21,리쥬덱스,[전문 드레싱 관리_거즈 마스크]리쥬덱스 더마 리페어링 드레싱 마스크 5매,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260523,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026052312ko.jpg?l=ko,26000,16100,38.1,158,4.9,94,5,1,,,1,1,0,1,A000000260523,ALL
2026-08-14,전체,22,코링코,[1등 속눈썹/또렷눈매] 코링코 톡톡하라 노글루 속눈썹 15종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213569,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0021/A00000021356928ko.jpg?l=ko,22000,14900,32.3,18836,4.8,84,11,4,1,1,1,0,0,1,A000000213569,ALL
2026-08-14,전체,23,프로티원,프로티원 단백질쉐이크 파우치형 40g 6종,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202771,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A000000202771194ko.jpg?l=ko,3900,3900,0.0,95505,4.8,86,9,4,1,1,0,0,0,1,A000000202771,ALL
2026-08-14,전체,24,로레알,[오늘만 2만원대/국민헤어팩] 로레알파리 토탈 리페어 5+ 데미지케어 트리트먼트 단품/기획(8월 올영픽),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000107336,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0010/A000000107336242ko.jpg?l=ko,46000,29900,35.0,34085,4.8,84,13,3,0,0,1,1,1,1,A000000107336,ALL
2026-08-14,전체,25,웨이크메이크,[NEW/올영 1등 아이팔레트] 웨이크메이크 소프트 블러링 아이팔레트(단품),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180532,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0018/A000000180532239ko.jpg?l=ko,34000,23800,30.0,74091,4.8,83,13,3,1,0,1,0,1,1,A000000180532,ALL
2026-08-14,전체,26,셀리맥스,[단독기획/모공탄력] 셀리맥스 더 비타 A 레티날 샷 타이트닝 부스터 15ml 기획(+3ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250199,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025019931ko.png?l=ko,30000,23100,23.0,2634,4.8,85,10,3,1,1,1,0,0,1,A000000250199,ALL
2026-08-14,전체,27,일리윤,일리윤 세라마이드아토 집중크림 150ml*2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217767,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0021/A00000021776712ko.jpg?l=ko,25000,18900,24.4,36089,4.9,92,6,2,0,0,1,0,0,1,A000000217767,ALL
2026-08-14,전체,28,이옴,[8월올영픽/최예나PICK] 이옴 트러블 패치 마스크 3매,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248829,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0024/A00000024882926ko.jpg?l=ko,21000,13500,35.7,6268,4.7,81,10,6,2,1,1,1,0,1,A000000248829,ALL
2026-08-14,전체,29,딜라이트 프로젝트,[8월올영픽]딜라이트 프로젝트 베이글칩 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000147779,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0014/A00000014777965ko.jpg?l=ko,2700,2430,10.0,233274,4.9,90,7,3,0,0,0,1,0,1,A000000147779,ALL
2026-08-14,전체,30,바이오더마,바이오더마 센시비오 H2O 850ml(클렌징워터),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130319,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0013/A00000013031984ko.jpg?l=ko,37500,25900,30.9,53380,4.9,91,7,1,0,0,1,0,0,1,A000000130319,ALL
2026-08-14,전체,31,에스네이처,[1등 모공수분천재크림] 에스네이처 아쿠아 스쿠알란 수분크림 60ml 기획(60ml+30ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000156230,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0015/A000000156230102ko.png?l=ko,28000,18900,32.5,21923,4.8,84,11,4,1,1,1,0,0,1,A000000156230,ALL
2026-08-14,전체,32,올더베러,[8월올영픽]올더베러 단백질 쉐이크 45g 6종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000245884,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0024/A00000024588422ko.jpg?l=ko,3900,3600,7.7,17243,4.8,87,8,3,1,1,0,1,0,1,A000000245884,ALL
2026-08-14,전체,33,리스키,[NEW/퍼프증정] 리스키 블러 러쉬 스틱 8Colors 단품/기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258731,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025873111ko.jpg?l=ko,22000,20900,5.0,133,4.8,89,8,2,1,1,1,0,1,1,A000000258731,ALL
2026-08-14,전체,34,비디비치,[쿠션리필+블러시 증정] 비디비치 블랙 퍼펙션 커버 핏 쿠션 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233171,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023317133ko.jpg?l=ko,46000,36800,20.0,8338,4.7,83,11,4,1,1,0,1,1,1,A000000233171,ALL
2026-08-14,전체,35,에이프릴스킨,[리뉴얼/철벽커버] 에이프릴스킨 히어로쿠션 2.0 (본품+리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000259872,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025987261ko.png?l=ko,33000,24100,27.0,430,4.7,85,9,4,1,2,1,0,0,1,A000000259872,ALL
2026-08-14,전체,36,메노킨,[1위 원조 버블팩] 메노킨 30초 퀵 버블 마스크 6종 택1(+팩브러쉬 증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000234422,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023442247ko.jpg?l=ko,28500,25300,11.2,24380,4.8,87,7,3,1,1,1,0,1,1,A000000234422,ALL
