수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,대표이미지URL,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-08-05,전체,1,메디힐,[15년 연속 1위] 메디힐 에센셜 마스크팩 10/10+1매 기획 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223414,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A000000223414117ko.jpg?l=ko,20000,10000,50.0,466058,4.9,91,7,2,0,0,1,0,0,1,A000000223414,ALL
2026-08-05,전체,2,일리윤,일리윤 세라마이드아토 집중크림 150ml*2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217767,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0021/A00000021776712ko.jpg?l=ko,25000,18900,24.4,35775,4.9,92,6,2,0,0,1,0,0,1,A000000217767,ALL
2026-08-05,전체,3,넘버즈인,[8월올영픽/대용량140매] 넘버즈인 1번 시카 갈아만든 초록패드 70매 리필기획 (+70매 리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182630,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0018/A00000018263082ko.jpg?l=ko,42000,22900,45.5,27422,4.8,85,11,3,1,0,1,1,1,1,A000000182630,ALL
2026-08-05,전체,4,나르카,[노세범/뽀송앞머리] 나르카 프레시 세범 헤어 마스카라 (단품/기획),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228103,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A00000022810322ko.png?l=ko,18000,16200,10.0,5950,4.7,80,11,6,2,1,1,0,0,1,A000000228103,ALL
2026-08-05,전체,5,넘버즈인,[8월올영픽/트러블진정세럼] 넘버즈인 1번 판토텐산 액티브업 수딩세럼 50ml 리필기획 (50ml+50ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207225,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020722535ko.jpg?l=ko,38000,21900,42.4,15731,4.7,83,12,4,1,1,1,1,1,1,A000000207225,ALL
2026-08-05,전체,6,넘버즈인,[8월올영픽/24시간파우더] 넘버즈인 1번 판토텐산 스킨케어100 블러파우더 기획 (+퍼프 1개),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231822,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023182217ko.jpg?l=ko,22000,12800,41.8,14536,4.8,85,11,3,1,1,1,1,1,1,A000000231822,ALL
2026-08-05,전체,7,런드리유,"[1,000만장판매] 런드리유 소프트 바디 레드 글러브 5매/1매(각질/미백)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000245626,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0024/A00000024562613ko.png?l=ko,18000,12500,30.6,120,4.9,92,7,1,,1,1,1,0,1,A000000245626,ALL
2026-08-05,전체,8,힌스,[3일특가 마지막날/올리브영 단독 선런칭] 힌스 누 글로우 화이트 쿠션 5 Colors 기획 (본품+리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000261630,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026163002ko.jpg?l=ko,34000,19900,41.5,187,4.9,95,3,,1,2,1,1,1,1,A000000261630,ALL
2026-08-05,전체,9,넘버즈인,[8월올영픽/10매] 넘버즈인 마스크팩 10매 기획 2종 중 택 1 (1번/4번),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205979,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020597953ko.jpg?l=ko,40000,15900,60.2,152762,4.8,88,8,3,1,0,1,1,1,1,A000000205979,ALL
2026-08-05,전체,10,에이프릴스킨,[리뉴얼/철벽커버] 에이프릴스킨 히어로쿠션 2.0 (본품+리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000259872,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025987261ko.png?l=ko,33000,24100,27.0,244,4.7,82,9,5,1,3,1,0,0,1,A000000259872,ALL
