수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,대표이미지URL,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-08-13,전체,1,메디힐,[15년 연속 1위] 메디힐 에센셜 마스크팩 10/10+1매 기획 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223414,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A000000223414117ko.jpg?l=ko,20000,10000,50.0,472195,4.9,91,7,2,0,0,1,0,1,1,A000000223414,ALL
2026-08-13,전체,2,제로이드,제로이드 포밍 클렌저 240ml 본품 + 240ml 리필 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000232081,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023208113ko.jpg?l=ko,43000,38700,10.0,5983,4.9,89,8,2,0,0,1,0,0,1,A000000232081,ALL
2026-08-13,전체,3,바이오가,[8월올영픽/대용량] 바이오가 등드름 바디워시 베타인살리실레이트 1000ml 단품/기획(+바디미스트 20ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238525,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023852549ko.png?l=ko,25500,21160,17.0,7771,4.8,85,9,4,1,1,1,1,0,1,A000000238525,ALL
2026-08-13,전체,4,제로이드,[세정이 쉬운 무기자차] 제로이드 이지워시 마일드 선크림 50ml,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209913,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020991306ko.jpg?l=ko,32000,32000,0.0,1455,4.8,85,10,3,1,1,0,0,0,1,A000000209913,ALL
2026-08-13,전체,5,제로이드,[8월 올영픽] 제로이드 핌프로브 레드 컨트롤 크림 pH4 80ml 기획 (+토너 25ml +크림 10ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000260580,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026058010ko.jpg?l=ko,33000,28500,13.6,918,4.8,85,10,3,1,1,1,1,0,1,A000000260580,ALL
2026-08-13,전체,6,메디힐,[업그레이드 리뉴얼/단독기획] 메디힐 더마 패드 200매 대용량 기획 세트 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171427,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A000000171427227ko.png?l=ko,39900,28600,28.3,78464,4.8,85,10,3,1,1,1,1,1,1,A000000171427,ALL
2026-08-13,전체,7,셀리맥스,"[흔적,기미,미백/TXA] 셀리맥스 트라넥삼산 잡티 크림 35ml 기획 (+14ml)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000253592,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0025/A00000025359213ko.jpg?l=ko,35000,17900,48.9,1569,4.9,92,5,2,0,0,1,1,0,1,A000000253592,ALL
2026-08-13,전체,8,딜라이트 프로젝트,[8월올영픽]딜라이트 프로젝트 단백질쉐이크 45g 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208162,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0020/A00000020816269ko.jpg?l=ko,3900,3600,7.7,44646,4.8,90,7,3,0,0,0,1,0,1,A000000208162,ALL
2026-08-13,전체,9,바이오가,[우유단백질] 바이오가 단백질 보습 로션 500ml,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219627,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0021/A00000021962738ko.png?l=ko,21500,18700,13.0,3448,4.8,84,11,3,1,0,1,1,0,1,A000000219627,ALL
2026-08-13,전체,10,제로이드,[대용량] 제로이드 수딩 크림 80ml + 50ml 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231589,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0023/A00000023158910ko.jpg?l=ko,38000,34200,10.0,8825,4.8,87,9,3,0,1,1,0,0,1,A000000231589,ALL
