수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,대표이미지URL,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-09-09,전체,1,메디힐,[15년 연속 1위] 메디힐 에센셜 마스크팩 10/10+1매 기획 7종 골라담기,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223414,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A000000223414125ko.png?l=ko,20000,10000,50.0,501083,4.9,91,7,2,0,0,1,0,0,1,A000000223414,ALL
2026-09-09,전체,2,어노브,[4년 연속 1위] 어노브 딥 데미지 리페어 헤어 마스크 (트리트먼트/헤어팩) 320ml 더블/듀오 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171423,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A000000171423172ko.jpg?l=ko,42000,28800,31.4,93108,4.9,90,8,2,0,0,1,1,0,1,A000000171423,ALL
2026-09-09,전체,3,토리든,[9월 올영픽] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필 기획 (+50ml 리필+자석인형) (시나모롤),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000263664,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026366410ko.png?l=ko,36000,27000,25.0,3490,4.9,91,6,2,0,0,1,0,0,1,A000000263664,ALL
2026-09-09,전체,4,아누아,[9월 올영픽/산리오캐릭터즈 콜라보] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30ml 더블기획(+시나모롤 파우치),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000262602,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026260213ko.png?l=ko,57500,27900,51.5,23606,4.8,85,10,4,1,1,1,0,0,1,A000000262602,ALL
2026-09-09,전체,5,플라이밀,플라이밀 단백질쉐이크 45g,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190168,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0019/A00000019016820ko.jpg?l=ko,3900,3900,0.0,113881,4.8,87,9,3,1,1,0,0,0,1,A000000190168,ALL
2026-09-09,전체,6,아누아,[수지세럼] 아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222698,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0022/A00000022269818ko.png?l=ko,58500,27500,53.0,13542,4.8,86,9,3,1,1,1,0,0,1,A000000222698,ALL
2026-09-09,전체,7,쏘내추럴,쏘내추럴 올 데이 타이트 메이크업 세팅 픽서 120ml,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000138762,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0013/A00000013876229ko.jpg?l=ko,24000,18000,25.0,46900,4.8,86,10,3,1,0,1,0,0,1,A000000138762,ALL
2026-09-09,전체,8,에스트라,[1등크림] 에스트라 아토베리어365 크림 80ml 기획(+토너25ml+클렌징폼3g*3EA),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000261864,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026186405ko.jpg?l=ko,33000,26700,19.1,39743,4.9,90,7,2,0,1,1,1,0,1,A000000261864,ALL
2026-09-09,전체,9,딜라이트 프로젝트,[온라인 단독]딜라이트 프로젝트 베이글칩 5입 선물세트,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170775,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0017/A00000017077520ko.jpg?l=ko,13000,8900,31.5,10113,4.9,92,6,1,0,0,1,0,0,1,A000000170775,ALL
2026-09-09,전체,10,뮤시피,뮤시피 리무브 38 바디미스트 150ml 2입 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000267302,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/400/10/0000/0026/A00000026730209ko.png?l=ko,56000,33600,40.0,173,5.0,98,1,1,,1,1,1,0,0,A000000267302,ALL
