수집일자,상품번호,리뷰ID,작성일,별점,체험단여부,리뷰타입,옵션,피부타입,피부톤,피부고민,도움수,유용점수,포토여부,재구매,닉네임,리뷰본문
2026-08-27,A000000223414,64795841,2026.08.26,5,1,OFFLINE,마데카소사이드 흔적리페어 1매,A01,B05,"C05,C06",4,4680.0,1,0,됴럄이쥐,"피부가 푸석하거나 트러블 자국 때문에 피부톤이 균일하지 않아 보일 때 사용해봤는데 전체적으로 촉촉하게 관리하기 좋은 마스크팩이었어요. 시트가 얇고 얼굴 굴곡에 맞게 잘 밀착돼서 에센스가 피부에 충분히 전달되는 느낌이었습니다. 붙이고 있는 동안 시트가 쉽게 마르지 않았고, 사용 후에는 피부결이 한층 매끄럽고 촉촉해진 느낌이 들어 만족스러웠어요. 마스크팩을 떼어낸 뒤에도 피부에 에센스가 남아 있어서 가볍게 두드려 흡수시켜줬는데 답답하거나 무거운 느낌이 심하지 않았습니다. 특히 중요한 일정 전날처럼 피부를 집중적으로 관리하고 싶을 때 사용하기 좋을 것 같아요. 한 장씩 간편하게 사용할 수 있어서 냉장고에 넣어뒀다가 더운 날 사용하면 더욱 시원하고 만족스러울 것 같습니다. 꾸준히 사용하면서 피부 컨디션 관리용으로 활용하기 좋은 제품이에요."
2026-08-27,A000000171423,64697501,2026.08.25,5,0,NORMAL,더블기획 웜페탈 향,,B06,,4,2700.0,1,0,복합성예민보스,"몇 통째더라..기억은 안 나는데 잠깐 다른 거 갈까 하다가도 결국 이걸로 다시 구매하게 되네요.
일단 향이 너무 취향이고
되직함이 계속된 염색으로 푸석한 머리를 촉촉하게 만들어주는 게 좋고
대용량인 것도 좋고 
튜브에 들어 있어서 끝까지 잘 쓸 수 있는 것도 좋고
아무튼 좋아요"
2026-08-27,A000000263519,64837707,2026.08.27,5,1,NORMAL,자몽블랙티 106gX2+스퀴저 기획,A03,B06,"C02,C03",0,1800.0,1,0,두잇두잇chu,"판매자에게 제품비의 일부를 지원받았지만, 저의 솔직한 후기입니다. 자몽허니블랙티 즐겨 마시는 사람이라 이런 향의 치약은 완전 반가웠어요ㅋㅋ 일반적인 민트 치약이랑은 확실히 다른 매력이 있음!
양치하고 나면 입안이 깔끔하고 상쾌한 느낌이 오래가서 만족스ㅠㅠ 너무 화하고 자극적인 민트향 싫어하는 사람이라면 더 잘 맞을 것 같아요
무엇보다 자몽허니블랙티 좋아하는 입장에서는 익숙하면서도 색다른 향이라 사용할 때마다 기분 좋음 ㅎㅎ"
2026-08-27,A000000263519,64797475,2026.08.26,5,0,NORMAL,라임&씨솔트 106gX2+스퀴저 기획,A02,B02,"C01,C11",1,1800.0,1,0,짜장찍먹파,"나름 유시몰과 내적 친밀감이 높다고 느끼는
국내에 들어오기 전부터 영국에서 직구하면서
써왔던 유시몰 처돌입니다..

유시몰은 특유의 패키지, 정신을 바짝 차리게 하는 맛,
그리고 그에 걸맞은 효력 삼박자가 모두 다 맞아 떨어짐.
그래서 항상 집에 끊이지 않고 쟁여두는데요.
그래서 집에 기존 제품이 있음에도
신제품을 보자마자 주문넣었어요.

라임시솔트라니!!! 
거기다가 요즘 핫한 트랜드 키워드
민트코어.. 색상까지!!! 미쳐버림 어찌 안사요!!!

맛은 마일드한 편이라 핑크색이 너무 쌔게 느끼신 분들
이거를 뭔가 입문자로 시작하셔도 좋을 거 같아요.
그냥.. 이 청아한 민트 컬러가 너무 취향저격이라
행복하고요... 자몽블랙티도 함 시켜봐야겠어요.

사랑합니다 유시몰🤍"
2026-08-27,A000000263519,64848503,2026.08.27,5,1,NORMAL,라임&씨솔트 106gX2+스퀴저 기획,A04,B01,,0,1500.0,1,0,으냥2,"판매자에게 제품비의 일부를 지원받았지만, 저의 솔직한 후기입니다.

유시몰은 다른치약을 써볼까 싶다가도 결국 다시 돌아오게 만드는 마성의 치약입니다.
특유의 그 상쾌함을 버릴 수가 없어요 ㅠㅠㅠ
이번에 새로운 향이 나왔다고해서 구매해봤습니당
라임 시솔트향이어서 적당한 상큼함과 여전한 상쾌함이 너무 좋아서 양치할 맛이 나네요 ㅎㅎ
색깔도 파랑색 저의 취향이어서 유시몰 중 1순위가 되었습니당"
2026-08-27,A000000263519,64792647,2026.08.26,5,0,NORMAL,자몽블랙티 106gX2+스퀴저 기획,A03,B06,"C01,C03",0,1260.0,1,0,넨네이,친구집 놀러갔다가 써봤는데 너무 개운하고 좋아서 구매했어요. 자몽블랙티로 구매했는데 우선 디자인이 예뻐서 욕실에 두니 예뻐서 더 맘에들고 스퀴저도 함께와서 편하게 사용할 수 있을것 같아요. 구성도 좋고 만족합니다.
2026-08-27,A000000263519,64837552,2026.08.27,5,0,NORMAL,라임&씨솔트 106gX2+스퀴저 기획,A02,B01,"C01,C02",0,1080.0,1,0,올리브잉영,"판매자에게 이벤트 송금을 지원 받았지만 저의 솔직한 후기 입니다.
상큼한 라임과 깔끔한 씨솔트 풍미가 어우러져 양치 후 입안을 시원하고 개운하게 정돈해 줘요. 유시몰 특유의 알싸한 세정력 덕분에 구취 예방과 치아 관리에 아주 탁월합니다. 함께 증정된 스퀴저도 맘에 듭니다"
2026-08-27,A000000263519,64805352,2026.08.26,5,1,NORMAL,자몽블랙티 106gX2+스퀴저 기획,A04,B05,"C02,C03",0,900.0,1,0,건물주,"판매자에게 제품비의 일부를 지원받았지만, 저의 솔직한 후기입니다.
상큼한 자몽과 은은한 블랙티 향이 어우러져 양치 시간이 즐거워지는 치약이에요! 고불소 제품이라 구충 케어와 치아 건강 관리에 든든하고, 텁텁함 없이 깔끔하고 개운한 잔향이 길게 유지됩니다. 알뜰하게 쓸 수 있는 스퀴저까지 들어있는 구성이라 가성비도 최고예요."
2026-08-27,A000000263519,64782049,2026.08.26,5,1,NORMAL,자몽블랙티 106gX2+스퀴저 기획,,,,0,900.0,1,0,페브리즈,"판매자에게 제품비의 일부를 지원 받았지만, 저의 솔직한 후기입니다. 

일단 제품에 자몽 들어가면 무조건 고르는 자몽처돌이로서 자몽블랙티 치약? 직진 고고
치약에서 처음 느껴보는 자몽맛인데 단맛과함께 약하게 받쳐주는 블랙티와 자몽특유의 씁쓸함이 양치질이 너무 달지 않게 시너지 효과를 내주는 거 같아요 그리고 상쾌함이 덜하지않을까 걱정했는데 생각보다 시원해요 딱 기분좋은 시원함과 상쾌함이라 맘에들어요"
2026-08-27,A000000263519,64837848,2026.08.27,5,1,NORMAL,라임&씨솔트 106gX2+스퀴저 기획,A03,B01,"C01,C09",0,792.0,1,0,RANI다,"판매자에게 이벤트 상금을 지원받아 작성한 후기입니다.
상큼한 라임과 개운한 소금 향이 어우러져 양치 후 속이 싹 뚫리는 기분이에요~ 텁텁함 없이 오래도록 깔끔함이 유지되네요~ 예쁜 스퀴저까지 들어있어 알차게 잘 써요~"
