수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-07-22,전체,16,헤라,[7월올영픽] 헤라 실키 스테이 24H 롱웨어 파운데이션 30g 9 Colors,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190668,70000,56500,19.3,3748,4.7,82,12,4,1,1,1,1,1,1,A000000190668,ALL
2026-07-22,전체,17,셀라딕스,[조유리 PICK/한정수량] 셀라딕스 트러블 세범 리밸런싱 131 앰플 30ml 기획 (+리필 10ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255068,28900,25400,12.1,3629,4.7,82,10,5,2,2,1,0,0,1,A000000255068,ALL
2026-07-22,전체,18,마몽드,[7월 올영픽/한정기획/지성화잘먹] 마몽드 포어 컨트롤 피어니 리퀴드 마스크 외 1종 리필 기획 (+80ml 리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258670,30000,26100,13.0,18123,4.7,81,12,5,1,1,1,1,0,1,A000000258670,ALL
2026-07-22,전체,19,크런틴,[7월 올영픽/NEW 블루베리요거팝] 크런틴 크런치볼 단백질쉐이크 50g 5종 택 1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000227418,5900,5900,0.0,35948,4.8,89,7,3,1,1,0,0,0,1,A000000227418,ALL
2026-07-22,전체,20,원씽,[단독기획] 원씽 병풀추출물 150ml 더블 기획 (+병풀 수딩 마스크 2매),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000257591,28000,19000,32.1,4652,4.8,86,10,3,1,0,1,0,0,1,A000000257591,ALL
2026-07-22,전체,21,헤라,[7월올영픽/마블컬렉션] 헤라 센슈얼 누드 글로스 5g 13 Colors 기획/단품,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177984,40000,32400,19.0,16478,4.8,86,10,3,0,0,1,1,1,1,A000000177984,ALL
2026-07-22,전체,22,발란스핏,[옆구리확장형] 발란스핏 EMS 슬림 벨트 PRO 퍼플,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235854,179000,99000,44.7,226,4.7,73,23,2,0,1,1,1,0,1,A000000235854,ALL
2026-07-22,전체,23,웰라쥬,[속건조필수템] 웰라쥬 리얼 히알루로닉 블루 100 앰플 75ml 2입 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231885,50000,29900,40.2,9640,4.8,89,8,2,0,0,1,0,0,1,A000000231885,ALL
2026-07-22,전체,24,셀리맥스,"[흔적,기미,미백/TXA] 셀리맥스 트라넥삼산 잡티 크림 35ml 기획 (+14ml)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000253592,35000,21900,37.4,1242,4.9,94,4,1,0,0,1,1,1,1,A000000253592,ALL
2026-07-22,전체,25,쏘내추럴,[7월 올영픽/한정기획] 쏘내추럴 올 데이 블러 메이크업 세팅 픽서 (+블러프렙10ml 증정) 기획/단품,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000226481,25000,20000,20.0,2837,4.8,83,12,4,1,0,1,0,0,1,A000000226481,ALL
2026-07-22,전체,26,딜라이트 프로젝트,딜라이트 프로젝트 단백질쉐이크 45g 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208162,3900,3900,0.0,42466,4.8,90,7,3,0,0,0,0,0,1,A000000208162,ALL
2026-07-22,전체,27,에스네이처,[1+1/1등 모공 수분천재크림] 에스네이처 아쿠아 스쿠알란 수분크림 60ml 더블기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000192782,43000,23500,45.3,16096,4.8,86,10,3,1,1,1,0,0,1,A000000192782,ALL
2026-07-22,전체,28,바이오던스,[7월 올영픽/7+1] 바이오던스 리얼 딥 마스크 7+1매 기획 (콜라겐/세라놀) (+퍼글러 헤어 고정 시트),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000259232,35000,29400,16.0,6731,4.8,85,10,3,1,1,1,1,1,1,A000000259232,ALL
2026-07-22,전체,29,이니스프리,[1+1] 이니스프리 레티놀 시카 모공 흔적 앰플 30ml 리필기획(+30ml 리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258877,48000,29200,39.2,2714,5.0,96,4,0,0,0,1,0,1,1,A000000258877,ALL
2026-07-22,전체,30,디어소녀,[70만장완판/5분겔팩] 디어소녀 수분폭발 젤리찰떡팩 10매,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000259786,15000,9900,34.0,1176,5.0,96,4,0,,,1,0,0,1,A000000259786,ALL
2026-07-22,전체,31,정샘물,[여름에디션기획/미니쿠션증정] 정샘물 에센셜 스킨 누더 쿠션/본품+리필,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000139063,48000,38400,20.0,37554,4.7,81,13,4,1,1,1,0,1,1,A000000139063,ALL
2026-07-22,전체,32,라로슈포제,[손상장벽집중케어] 라로슈포제 시카플라스트 밤 B5+ 100ml 기획 (+3ml 추가증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000206904,41000,36900,10.0,25712,4.8,86,10,3,1,1,1,0,1,1,A000000206904,ALL
2026-07-22,전체,33,릴리이브,[대용량/브러쉬원조] 릴리이브 그로우턴 엑소좀 브러쉬 앰플 기획 2종,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000218845,39800,37800,5.0,11794,4.8,86,10,3,1,1,1,1,0,1,A000000218845,ALL
