수집일자,상품번호,리뷰ID,작성일,별점,체험단여부,리뷰타입,옵션,피부타입,피부톤,피부고민,도움수,유용점수,포토여부,재구매,닉네임,리뷰본문
2026-08-25,A000000223414,64567812,2026.08.22,5,1,GIFT,마데카소사이드 흔적 리페어 10+1매,A02,B01,"C02,C03",5,3240.0,0,1,Ll220,"피부가 예민하게 느껴지거나 붉은기가 신경 쓰이는 날 진정 관리용으로 사용했어요. 시트가 얼굴에 잘 붙어 있어서 팩을 하고 있는 동안 흘러내림이 심하지 않았고, 에센스도 넉넉한 편이었습니다. 사용 직후에는 피부 열감이 조금 가라앉고 촉촉하게 정돈되는 느낌이 들어서 만족스러웠어요. 특히 야외활동 후 피부가 푸석해졌을 때 사용하면 편안하게 관리할 수 있어서 좋았습니다. 10+1매 구성이라 여러 번 사용할 수 있고, 피부 컨디션이 떨어졌을 때 꾸준히 진정 케어하기 좋은 제품이라고 생각해요."
2026-08-25,A000000223414,64567808,2026.08.22,5,1,GIFT,비타민씨 잡티 토닝 10매,A02,B01,"C02,C03",5,3240.0,0,0,Ll220,"피부가 칙칙해 보일 때 간단하게 홈케어하려고 사용하고 있어요. 시트에 에센스가 충분히 머금어져 있어서 얼굴에 올렸을 때 촉촉하고 밀착력도 괜찮았습니다. 사용 후 피부가 건조하지 않고 수분감이 채워지면서 피부톤이 조금 더 생기 있어 보이는 느낌이 들었어요. 아침에 사용하기보다는 자기 전에 사용하고 충분히 흡수시켜주는 방식이 개인적으로 더 편했습니다. 10매 구성이라 피부 컨디션에 따라 꾸준히 관리하기 좋고, 칙칙하고 푸석한 날 꺼내 쓰기 좋은 마스크팩이에요."
2026-08-25,A000000171427,64629816,2026.08.23,5,1,GIFT,비타민씨 잡티 토닝 패드 200매,A02,B04,C04,14,9000.0,0,0,anhviet,"대용량이라 아낌없이 사용할 수 있다는 점이 가장 마음에 들었어요. 패드 한 장으로 피부결을 가볍게 정돈하거나 건조한 부위에 잠깐 올려 팩처럼 사용할 수 있어서 활용도가 높았습니다. 사용 후 피부 표면이 매끈하게 정돈되는 느낌이 있고, 다음 단계의 스킨케어도 비교적 편하게 흡수되는 느낌이었어요. 200매라 매일 사용하기에도 부담이 적고, 화장 전에 피부결을 정돈할 때도 유용했습니다. 한 제품을 여러 방식으로 활용하고 싶은 분께 추천하고 싶어요."
2026-08-25,A000000171427,64621711,2026.08.23,5,1,GIFT,비타민씨 잡티 토닝 패드 200매,A02,B01,C05,13,8280.0,0,0,Kmkm9x,"매일 피부결을 관리하는 용도로 사용하기 편해서 만족스러웠어요. 패드가 충분히 촉촉하게 적셔져 있어서 피부에 올려두었다가 닦아내기 좋고, 사용 후 피부 표면이 매끈하게 정돈되는 느낌이 있었습니다. 칙칙해 보이는 피부톤이 신경 쓰일 때 꾸준히 사용하니 피부가 조금 더 생기 있어 보였어요. 200매 대용량이라 한 장씩 아끼지 않고 사용할 수 있다는 점도 큰 장점입니다. 아침에는 피부결 정돈용으로, 저녁에는 토닝 케어용으로 활용할 수 있어서 활용도가 높은 패드였어요."
2026-08-25,A000000202472,64268830,2026.08.16,5,0,NORMAL,[미니 2개 증정기획] 캐로틴 클렌징밤,A04,B06,"C01,C05",1,810.0,0,0,Janggu,"샤르륵 녹아내리는 샤베트 같은 밤 제형인데, 메이크업 지우면서 코 주변이나 턱에 롤링해 주면 박혀있던 피지랑 오돌토돌한 요철들이 진짜 부드럽게 싹 녹아나옴.

세안하고 나서 피부 땡김이나 미끌거리는 잔여감 없이 산뜻하게 헹궈지면서 모공 속까지 개운하게 청소된 느낌이라 거울 볼 때마다 속이 다 시원해짐. 당근 성분 덕분에 예민해진 피부에도 자극 없이 순하게 진정되면서 맑아지는 기분임.

본품에 귀여운 미니밤까지 두 개나 얹어주는 구성이라 여행 갈 때 챙기기도 좋고 가성비도 완전 훌륭함. 블랙헤드랑 요철 말끔하게 청산하고 싶을 때 무조건 쟁여야 하는 딥클렌징 치트키 템!"
2026-08-25,A000000202472,64715714,2026.08.25,5,0,NORMAL,[미니 2개 증정기획] 캐로틴 클렌징밤,A01,B03,"C01,C03",0,792.0,1,0,호수눈,클렌징 워터 쓰는데 모공 속까지 좀 더 확실한 세정력이 필요해서 밤으로 바꿨습니다~ 메이크업 엄청 잘 지워지네요!!
2026-08-25,A000000202472,64720744,2026.08.25,5,1,OFFLINE,[미니 2개 증정기획] 캐로틴 클렌징밤,A04,B05,"C02,C08",0,360.0,0,0,쏠라콩,"​N년째 내돈내산 중인데 주변 사람들한테 진짜 많이 추천해요! 특히 블랙헤드나 화이트헤드 손으로 뽑는 분들... 제발 뽑지 말고 요거 일주일에 한 번씩만 써보세요.
​특히 지성 피부이신 분들한테 진짜 강추합니다. 저는 민감성 복합성 피부라 클렌징하고 나면 항상 덜 닦인 것 마냥 각질이 밀리고 답답했는데, 요거 한 번씩 해주고 나면 피부가 완전 맨들맨들해져요. 다음 날 화장도 찰떡같이 잘 먹습니다!"
2026-08-25,A000000202472,64355779,2026.08.17,5,1,OFFLINE,[미니 2개 증정기획] 캐로틴 클렌징밤,A03,B04,"C01,C06",0,225.0,0,0,큐우큐우,"이거 사바사가 진짜 심하긴 한데 저한테는 한 달이 지나도 두 달이 지나도 최고의 클렌징 밤이라고 생각이 드네요 그리고 증정으로 들어있는 미니밤도 은근 많이 들어있어서 잘 썼어요 화장 잘 지워지고 다 닦고나서 뽀송한 기분이 너무 좋아요 ⌯&#039;-&#039;⌯

 그리고 블랙헤드가 빠지긴 하는데 광고에서 나오는 정도는 아니니까 참고하시고 쓰시길 바라여"
2026-08-25,A000000216088,64727957,2026.08.25,5,0,NORMAL,청양마요 오징어채부각,A02,B04,"C02,C03",1,1800.0,1,1,vitabella02,연근부각을 접한 이후로 너무 맛있어서 딜라이트 제품들을 하나씩 도장깨기하듯 하고 있는데요. 이 부각은 정말 뭐랄까 식감이 너무 좋아요. 쫀득쫀득 마치 오징어를 씹는듯한 느낌인데 오징어만큼 질기진 않고 촉촉하면서 쫀득쫀득한 느낌이라 누구나 이빨 걱정 없이 먹을 수 있고 맛도 고소 짭짤 단짠의 맛이 중독적이라서 한번 뜯으면 한자리에서 한봉은 바로 다 먹게 됩니다. 짝꿍이랑 둘이 순식간에 먹었어요. 재구매각입니다.
2026-08-25,A000000216088,64032739,2026.08.10,5,0,NORMAL,청양마요 오징어채부각,A03,B04,"C05,C08",1,1674.0,1,1,쏘프프,"진짜 맛있어요 다른 건 몰라도 이건 그래도 가끔 삽니다..
근데 양에 비해 가격이 정말 별로이니
차라리 대용량을 내놓길 바랍니다.
이 양에 지퍼백도 솔직히 아껴먹는 용도 아니면 말이 안됨."
