수집일자,상품번호,리뷰ID,작성일,별점,체험단여부,리뷰타입,옵션,피부타입,피부톤,피부고민,도움수,유용점수,포토여부,재구매,닉네임,리뷰본문
2026-08-06,A000000223414,63502810,2026.07.31,5,1,OFFLINE,세라마이드 보습장벽 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"메디힐 세라마이드 보습장벽 마스크팩이라 
🧴 세라마이드가 피부 장벽을 보호하고 수분 손실을 줄이는 데 도움을 줍니다."
2026-08-06,A000000223414,63502663,2026.07.31,5,1,OFFLINE,비타민씨 잡티토닝 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"메디힐 비타민씨 잡티토닝 마스크팩이라 
🍊 잡티·칙칙함 케어: 꾸준히 사용하면 피부 톤을 균일하게 관리하는 데 도움을 줍니다."
2026-08-06,A000000223414,63502475,2026.07.31,5,1,OFFLINE, 티트리 진정수분 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"티트리 진정수분 마스크팩이러 갑자기 피부가 예민해졌을 때
붉은기와 열감이 느껴질 때 사용해주면 좋아요 ~~"
2026-08-06,A000000223414,63500044,2026.07.31,5,1,OFFLINE,콜라겐 코어탄력 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"탄력이 떨어졌다고 느끼는 피부
건조하고 피부결이 거친 피부
중요한 일정 전 피부 컨디션을 끌어올리고 싶은 경우 좋아요"
2026-08-06,A000000223414,63499479,2026.07.31,5,1,OFFLINE,마데카소사이드 흔적리페어 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"여드름이 진정된 뒤 붉은 흔적이 신경 쓰일 때
피부가 예민하고 자극을 받은 날 케어해주기 좋아요"
2026-08-06,A000000223414,63499415,2026.07.31,5,1,OFFLINE,콜라겐 코어탄력 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"💧 에센스가 풍부한 편
✨ 촉촉하고 윤기 있는 마무리
🪞 메이크업 전이나 중요한 일정 전 사용하기 좋음"
2026-08-06,A000000223414,63499373,2026.07.31,5,1,OFFLINE,마데카소사이드 흔적리페어 1매,A02,B02,C02,23,18072.0,1,0,hhhhj11,"💧 촉촉하지만 무겁지 않은 에센스 타입
🌿 산뜻하게 흡수되어 끈적임이 적은 편
😌 민감한 피부도 비교적 부담 없이 사용하기 좋음"
2026-08-06,A000000223414,62751786,2026.07.13,5,1,OFFLINE,비타민씨 잡티토닝 1매,A02,B02,C02,24,9396.0,1,0,hhhhj11,메디힐 비타민씨 에센셜 마스크_잡티 토닝 #순도99%순수비타민C #수분토닝 #3중톤업 각종 잡티와 칙칙한 피부톤을 고르게 밝히고 수분을 채워줘서 자주구매해요 ~~
2026-08-06,A000000223414,62752465,2026.07.13,5,1,OFFLINE,마데카소사이드 흔적리페어 1매,A02,B02,C02,23,9036.0,1,0,hhhhj11,흔적장벽 미백 기능성 화장품 피부 흔적을 말끔하게 지워주고 수분 장벽을 탄탄하게 채워주어 투명하고 촉촉한 피부로 만들어줘서 좋아요 ~~
2026-08-06,A000000258670,63792148,2026.08.06,5,0,NORMAL, [NEW] 피어니 리필 80ml 증정,A03,B04,"C05,C09",1,2520.0,1,0,크림짱,"여름철 아침 메컵전 기초로 좋은 제품입니다
습도가 높아서 뭘 발라도 흡수가 빠르지않은 날씨엔
안그래도 바쁜아침에 얼른 기초 흡수시키고
메베든 선크림이든 올려야하는데
기초가 제대로 흡수가 안된상태면 밀리고 겉돈단말이죠ㅠ
근데 이제품은 진짜 쏙 흡수가 빨라요
그만큼 건성인분들은 건조할수잇으니 비추지만
수부지 지복합 피부엔 딱 좋습니다
얼굴전체 펴바르고 프라이머,선크림,파데 까는데
밀림없이 잘 먹어요
지나치게 건조하지도않고 지나치게 축축하지도않아서
화장뜨고 그런거도없고
포어컨트롤이 된다고하니 여름에쓰기엔 딱인듯합니다

용기는 거꾸로 들면 한방울정도 맺히는 정도지만
줄줄 흘러내리지않고요
통을 손으로 눌러야 토출되기때문에 막 새지않고 쓰기 편해요
화장솜에 적셔 닦아주는것보다는
피부에 바로 짜서 두드려 흡수시키는 방법으로 쓰는 걸 추천드림"
