수집일자,상품번호,단계,오류
2026-09-10,A000000202777,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (cf) — 쿠키 확보 후 재시도
2026-09-10,A000000255752,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000234422,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000244834,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000224494,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000171848,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000255585,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000117541,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000241210,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000180532,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000137964,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000262530,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000013194,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263428,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000253617,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000198343,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000264460,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263510,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000006568,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000232672,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000188988,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263681,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000177984,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000219609,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000263035,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000175954,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000200646,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000262349,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000259555,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000158615,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000206826,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000262436,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000250773,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000212749,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000202414,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000261065,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000233470,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
2026-09-10,A000000266721,reviews,POST https://m.oliveyoung.co.kr/review/api/v2/reviews/cursor failed after 3 retries: HTTP 403 (Cloudflare)
