카테고리,tier,b_1-10%,b_10-20%,b_20-30%,b_30-40%,b_40%+,N,price,cluster,type
건강식품,저가,-0.8668700840991121,-0.4415366299778213,0.4693448758238493,0.31392930602714336,-0.09048964596769192,582.0,12900.0,0,데스밸리형
건강식품,중가,-0.42594985105055666,-0.3110129184118573,-0.07598431157441699,0.02800819345387039,-0.4148195991196268,581.0,18900.0,2,무반응·역행형
건강식품,고가,-0.045061353181135425,-0.025651460250838913,0.11532746736253675,0.25963284066797926,0.013348136599633248,582.0,31500.0,0,데스밸리형
구강용품,저가,-0.13534271994041364,-0.03141660029860547,0.5408073161482494,0.32149195065773645,0.21146169570951687,638.0,5850.0,0,데스밸리형
구강용품,중가,0.3831216047753998,0.3682490109346291,0.49920395442358684,0.525189309144516,0.5329919179581525,638.0,9900.0,3,가속형
구강용품,고가,-0.28213247513968415,-0.30784254240318343,-0.4389331156432741,-0.29087848823130413,0.19192383739704097,638.0,16900.0,2,무반응·역행형
네일,저가,-0.40925226081416133,-0.5777726340361647,-0.39271617605557396,-0.7466751628160433,,723.0,6000.0,2,무반응·역행형
네일,중가,-0.23496769046458651,0.05821315801417999,0.08635421760044895,,,722.0,11000.0,0,데스밸리형
네일,고가,0.01919806430101494,0.001926282542967537,0.20327448981189014,,,722.0,16000.0,3,가속형
마스크팩,저가,,-0.19610387140358865,-0.10290571947090783,0.004121252558476099,0.29365829024461504,670.0,8000.0,0,데스밸리형
마스크팩,중가,-1.062221289250088,-0.459281827168436,-0.6125002783896325,-0.2190895415886293,-0.16539218513653856,669.0,18900.0,2,무반응·역행형
마스크팩,고가,,-0.17312016012865447,0.20951932938567447,0.15273947425613393,-0.06851125811150999,669.0,26500.0,0,데스밸리형
맨즈에딧,저가,0.7314346184687347,0.06394681794600204,0.10501548099890731,0.13682253475610706,0.2418671127749733,536.0,11390.0,1,소액반응형
맨즈에딧,중가,0.007383017119307776,0.20312890478384266,0.19388978618274527,0.15015366945285685,,535.0,20400.0,3,가속형
맨즈에딧,고가,0.13654211373517133,0.14235880696260222,-0.16794461566900387,-0.2179193741724297,-0.33621920142671224,536.0,33000.0,1,소액반응형
메이크업,저가,-0.32359770003198995,-0.27054863504090926,-0.1393561414533427,-0.032733064826986125,,680.0,10500.0,2,무반응·역행형
메이크업,중가,0.34647531925744063,0.2291788477077729,0.1548590643548018,-0.010909919873641427,,679.0,16300.0,1,소액반응형
메이크업,고가,-0.9089660404689155,-0.48815253916800366,-0.09155423988291422,,,680.0,29600.0,2,무반응·역행형
바디케어,저가,-0.052707558513231216,-0.31234896451967953,0.18114999758591616,-0.12615932162930743,-0.08831402348278922,589.0,9900.0,2,무반응·역행형
바디케어,중가,0.20268214261449047,-0.024838960580290014,-0.22810096266234134,0.026969610579073502,,589.0,14900.0,1,소액반응형
바디케어,고가,0.012982576573053526,-0.024741904330125932,0.2835746810865698,,0.02261379499624207,589.0,19900.0,0,데스밸리형
뷰티소품,저가,-0.5227814972118763,-0.2827914077137873,-0.19895921024886679,,,665.0,3000.0,2,무반응·역행형
뷰티소품,중가,-0.7607400151137537,-0.6851691510292293,-0.648168211343887,-0.8547174149010035,,665.0,8000.0,2,무반응·역행형
뷰티소품,고가,-0.3040861558099317,-0.18992534292077398,0.08502356144016415,0.8262702386535774,,665.0,14000.0,0,데스밸리형
선케어,저가,0.9151691689994068,0.721715160803382,0.524892460305343,0.8824680655128126,0.807827158462126,668.0,13900.0,3,가속형
선케어,중가,,0.1537315445427882,0.027884758177738084,0.45668317928322355,,668.0,20800.0,3,가속형
선케어,고가,-0.23127817629513522,0.056303837635791,0.15213570445366775,0.3394240809309892,0.0737367775837546,668.0,27500.0,0,데스밸리형
스킨케어,저가,-0.41946127562515856,,-0.09063427219489455,0.12042709992125979,0.05345272071040549,678.0,20830.0,2,무반응·역행형
스킨케어,중가,-1.4709826615647574,-0.9531382991031909,-0.7891578219061551,-0.4985849680145316,-0.8433654775827998,677.0,27500.0,2,무반응·역행형
스킨케어,고가,-0.1772822897393439,-0.5389048500730991,-0.25557433530110696,-0.11357670864765898,0.2537717223916554,677.0,37050.0,2,무반응·역행형
위생용품,저가,0.26949258107885465,0.014454700442823336,0.24102347714574746,0.3473885114273816,0.5897580274348653,645.0,4800.0,3,가속형
위생용품,중가,0.15678553866141734,0.14951808978165354,0.3409958153920234,0.4286792501871922,0.888482529763048,644.0,8500.0,3,가속형
