카테고리,tier,b_1-10%,b_10-20%,b_20-30%,b_30-40%,b_40%+,N,price,cluster,type
위생용품,고가,0.2105529801611708,0.1758846747085111,0.339045579978251,1.1718138788612196,,644.0,16900.0,3,가속형
취미/팬시,저가,0.15535918904603555,0.07117382459189897,0.19402817437434458,,1.1318951093739678,607.0,12000.0,3,가속형
취미/팬시,중가,0.028059351803103295,0.15337124476853878,0.04053383032436594,,,606.0,27900.0,3,가속형
클렌징,저가,-0.3723372636969,-0.38186281710872705,-0.26625407973912685,-0.08511398307121246,-0.018394053074262607,676.0,15000.0,2,무반응·역행형
클렌징,중가,0.267202937677326,0.41952016618383514,0.4246620122168505,0.5561922063791331,,676.0,19350.0,3,가속형
클렌징,고가,0.1725109594520101,-0.07147950748467768,0.00491547473704141,0.14561962638097203,-0.2272185554917417,676.0,25000.0,1,소액반응형
패션,저가,-0.3174334582939785,-0.032513662119978554,0.1665543868773162,0.4980691660135497,0.7433080374172991,550.0,10700.0,0,데스밸리형
패션,중가,0.3908416629099916,0.16159485753653566,0.8828914583337666,0.4115521270895724,0.34778118341441255,549.0,17900.0,3,가속형
패션,고가,-0.045130094806373346,0.003835678277892436,0.07441170555375289,,,550.0,32950.0,0,데스밸리형
푸드,저가,0.11698577056455219,0.6083217775490795,0.45316442025245274,1.080090448958593,-0.10163108134659518,600.0,2500.0,3,가속형
푸드,중가,0.06986488847038257,-0.8451885022410359,-0.4623495726356066,-1.061047118724327,,599.0,4050.0,2,무반응·역행형
푸드,고가,0.1479126547214191,0.19187862437831546,-0.11351234284514201,0.3025009856725109,1.127377734027914,599.0,19000.0,3,가속형
향수/디퓨저,저가,-0.3126075129534734,-0.43055262921500415,-0.9247392161752622,-0.6019656174468964,-0.7405705842190129,518.0,12500.0,2,무반응·역행형
향수/디퓨저,중가,-0.00628948362239768,-0.19560369920728563,0.09115622062790897,-0.23816681779748897,-0.3919642670355941,517.0,35650.0,2,무반응·역행형
향수/디퓨저,고가,0.36646414053613274,0.32054780351252177,-0.11538580965682753,-0.03724870621570213,0.08224798018078414,518.0,71250.0,1,소액반응형
헤어케어,저가,,0.09086939189314445,0.3015658221243391,0.5322457456435399,0.8681297891062402,648.0,13500.0,3,가속형
헤어케어,중가,-0.281464964749703,0.038032928196760026,0.20798609223909975,0.14637572785682693,0.7159586176062994,647.0,21900.0,0,데스밸리형
헤어케어,고가,0.4202351650102191,0.08305189832711679,0.3308867266546882,0.39363016726673905,,647.0,33800.0,3,가속형
헬스/건강용품,저가,0.35568230277230817,0.24275492930988699,-0.26349299929292225,0.2312967160606177,,613.0,6700.0,1,소액반응형
헬스/건강용품,중가,0.17857750668250627,0.24213881224409325,0.5302987844474273,0.43112574787098973,,612.0,12950.0,3,가속형
헬스/건강용품,고가,-0.05724271310601835,-0.15519869335542402,0.0781930361220501,-0.1088792165717991,0.26639133142386523,613.0,39800.0,0,데스밸리형
홈리빙/가전,저가,0.010053302527399603,-0.2174746369583617,-0.11268257655130283,0.006915431505359448,0.03036549480486684,416.0,10000.0,2,무반응·역행형
홈리빙/가전,중가,0.1904992678954443,0.0062781331045314755,0.1845607736019087,,0.9941596675330939,416.0,19900.0,3,가속형
홈리빙/가전,고가,-0.053977933396087724,-0.1338455733183676,-0.17790266754405432,0.0031836987602090125,,416.0,61000.0,2,무반응·역행형
