카테고리,tier,b_1-10%,b_10-20%,b_20-30%,b_30-40%,b_40%+,N,price,cluster,type
건강식품,저가,-0.789427527932411,-0.41159928477104574,0.3294183564993366,0.32377917038023313,-0.06027310164174002,670.0,12750.0,1,데스밸리형
건강식품,중가,-0.48375795116401527,-0.4244324583336508,-0.15455659895371757,-0.05215393424498231,-0.415007010962999,669.0,18900.0,1,데스밸리형
건강식품,고가,-0.024658695278729933,0.04290512135258479,0.09941407623537327,0.29433295295302714,-0.015056553277402877,669.0,31500.0,3,포화형
구강용품,저가,-0.1137485454870027,-0.03239210010693826,0.5403553443042585,0.5148253722978727,0.14706545472608695,732.0,5800.0,3,포화형
구강용품,중가,0.3465983181634104,0.3210154708272672,0.5352351830037327,0.547893195280825,0.7704809206936262,731.0,9810.0,3,포화형
구강용품,고가,-0.3582341181506682,-0.2748632323826419,-0.45253427359971155,-0.16922587579170223,0.0016402198115075955,732.0,16900.0,1,데스밸리형
네일,저가,-0.2906544358089867,-0.4591594581381722,-0.2515027215197915,-0.5693892554610225,,819.0,6000.0,0,무반응·역행형
네일,중가,-0.12609337416527788,0.21532712745500912,0.3488774406951288,1.0791276254508908,,819.0,11000.0,2,가속형
네일,고가,0.019734442067485366,0.09906047309445862,0.28074553601770685,-0.08342869115653435,,819.0,16000.0,3,포화형
마스크팩,저가,,-0.23625568963541796,-0.12838566758981537,0.024199998460520927,0.24031869191273209,761.0,8000.0,1,데스밸리형
마스크팩,중가,-1.0792726357602678,-0.4938126122673818,-0.6078485193022234,-0.24195481767001775,-0.18825167831328957,761.0,18900.0,1,데스밸리형
마스크팩,고가,,-0.2206144800063825,0.1602426152331582,0.16900719142953222,-0.013934541519804961,761.0,26500.0,1,데스밸리형
맨즈에딧,저가,0.6402221337721132,0.09935829061006617,0.12547137341839013,0.17145779595059152,0.2005874537788786,627.0,11390.0,3,포화형
맨즈에딧,중가,0.1131616073458602,0.2660852527726977,0.2331377188340948,0.19463955699914454,,627.0,20400.0,3,포화형
맨즈에딧,고가,0.08126683288250369,0.11724521388598025,-0.1749559019881386,-0.21149172606851124,-0.3223517924436499,627.0,33000.0,0,무반응·역행형
메이크업,저가,-0.29247446925672166,-0.2632827881441323,-0.13633308011554748,-0.05706972318997754,,771.0,10500.0,1,데스밸리형
메이크업,중가,0.28394632843138623,0.2235064557608664,0.17147355502182735,0.0434562290266609,,771.0,16300.0,3,포화형
메이크업,고가,-1.01427723494122,-0.5576382891657027,-0.24423200321491093,-0.4290505514852853,,771.0,29500.0,1,데스밸리형
바디케어,저가,-0.06808440932997356,-0.2959686187103834,0.16837090407905836,-0.08591088057737852,-0.3084999709028254,671.0,9900.0,0,무반응·역행형
바디케어,중가,-0.19651664819815215,-0.4124138418546402,-0.622914888225661,-0.312260386655979,-0.8591027040901711,671.0,14900.0,0,무반응·역행형
바디케어,고가,-0.04335947910759092,-0.07616414541390913,0.17208442584948788,-0.08178332933486468,-0.0849322779074528,671.0,20300.0,0,무반응·역행형
뷰티소품,저가,-0.41501418607970636,-0.2700416590690671,-0.1158271466434118,-0.47044259034620933,,761.0,3000.0,0,무반응·역행형
뷰티소품,중가,-0.7411834163328884,-0.6690746501555547,-0.644056403157228,-0.8252282008605336,,760.0,8000.0,0,무반응·역행형
뷰티소품,고가,-0.3064639820881562,-0.13927686785342142,0.10124151678663912,0.6982530071560246,,760.0,14000.0,2,가속형
선케어,저가,0.7757080930957677,0.5529687670616036,0.5454953051414625,0.717367487246055,0.7166794345267745,762.0,13900.0,3,포화형
선케어,중가,,0.059599374949286237,-0.17336179490249415,0.09068629650379739,,761.0,20800.0,2,가속형
선케어,고가,-0.12693596042785213,-0.03430321314600011,0.1338915258555355,0.43403960360173577,0.15226336693064174,762.0,27500.0,2,가속형
스킨케어,저가,-0.39284984878524615,,-0.05212082916386327,0.11628502804241522,0.18270093228670395,769.0,20830.0,1,데스밸리형
스킨케어,중가,-1.3969673166718448,-0.9355593936691251,-0.7553406398437262,-0.5481522769379976,-0.8678322531343442,768.0,27500.0,1,데스밸리형
스킨케어,고가,-0.1484826900780466,-0.5014645790334918,-0.16277346218127733,-0.15471793708854956,0.2578325853050313,769.0,37050.0,1,데스밸리형
위생용품,저가,0.27750183126180417,-0.08142607901012051,0.07874855157003584,0.393639621616631,0.6533367921016227,737.0,4800.0,2,가속형
위생용품,중가,0.17667873266117637,0.16531545524620322,0.4459943768533484,0.3797232407757738,0.8086177779702137,736.0,8500.0,2,가속형
위생용품,고가,0.21461785496481012,0.25775558355454453,0.45214042736616833,0.9755824338171192,0.625098227193549,736.0,16900.0,3,포화형
취미/팬시,저가,0.17041179478507282,0.09360462437977855,0.6119625515020778,,1.108651337325391,671.0,12000.0,2,가속형
취미/팬시,중가,0.04293835757785852,0.17188380145666532,0.10130156479178679,,,670.0,27900.0,3,포화형
취미/팬시,고가,-0.0017732382200150935,0.010713780283715542,-0.04219481459704543,,,670.0,79000.0,0,무반응·역행형
클렌징,저가,-0.38951568485352994,-0.37448910346796277,-0.23497271896538602,-0.09404711637587279,-0.06254502383998393,768.0,15000.0,1,데스밸리형
클렌징,중가,0.045410725874282486,0.19609789152992035,0.25499461852393596,0.46438325411816606,-0.20646077368447047,768.0,19350.0,3,포화형
클렌징,고가,0.2114122040258828,-0.06859879353743001,0.0005504183312082384,0.13945457604824973,-0.011316287242360917,768.0,25000.0,3,포화형
패션,저가,-0.26796977162966445,-0.029819261007193204,0.21260094472481386,0.5849908985276143,0.7110202655293689,625.0,10700.0,2,가속형
패션,중가,0.36989273834364517,0.11306560747559381,0.8138419326756595,0.4288724933643039,0.40619385049046913,625.0,17900.0,3,포화형
패션,고가,-0.08236289551870095,-0.06574401636005021,0.08524891377569689,,,625.0,33000.0,2,가속형
푸드,저가,0.09956489244114879,0.5909226781821916,0.43961447918069285,0.8792602483916564,0.0726983568823306,685.0,2500.0,3,포화형
푸드,중가,0.16300864492047304,-0.8090916484717521,-0.25779304125612806,-1.1038092024405632,,685.0,4000.0,0,무반응·역행형
푸드,고가,0.13652445437314573,0.15010635995558436,-0.08736770557154812,0.37161796014623655,1.1511233300812531,685.0,19000.0,2,가속형
향수/디퓨저,저가,-0.3280427597023112,-0.5003832225407934,-0.973784753286616,-0.5340911512788942,-0.6406447822801429,604.0,12500.0,0,무반응·역행형
향수/디퓨저,중가,0.056632798151919954,-0.026149867444363612,0.1055709455628747,-0.1672365640548182,-0.2673217177002258,603.0,35300.0,0,무반응·역행형
향수/디퓨저,고가,0.4254163784917137,0.2855437028689231,-0.1109004442722248,-0.03451740528401823,0.039337097159589135,603.0,70430.0,3,포화형
헤어케어,저가,,0.015585796234179597,0.21696333642974394,0.34861936640802327,0.6898303178812845,738.0,14450.0,2,가속형
헤어케어,중가,-0.2288377140697658,0.0807738469238314,0.281188975030733,0.2439874737098584,0.7412715801920178,738.0,22300.0,2,가속형
헤어케어,고가,0.4111601310430586,0.10861616146023023,0.33100998027007905,0.3650896221602221,,738.0,33800.0,3,포화형
헬스/건강용품,저가,0.06117947964115804,0.00625164514826919,-0.4235934834448278,-0.04992829014303987,-0.6353091524650523,706.0,6700.0,0,무반응·역행형
헬스/건강용품,중가,0.24382934343350635,0.2784020575043077,0.5750225104696894,0.665932606563667,,705.0,12900.0,3,포화형
헬스/건강용품,고가,-0.04544136391329863,-0.1644890822097485,0.06958574276300657,0.029396331353871534,0.19282397213508348,706.0,39800.0,2,가속형
홈리빙/가전,저가,0.036905502162263085,-0.21336037311846814,-0.10794051642258709,0.05350588816188188,0.0935550228168543,481.0,10000.0,1,데스밸리형
홈리빙/가전,중가,0.19637196830724551,0.016574764967782027,0.1374794170316035,0.3559499083938131,0.9665595626268446,480.0,20465.0,2,가속형
