수집일자,카테고리,순위,브랜드,상품명,상품페이지링크,정가,혜택가,할인율,리뷰수,리뷰별점,별점5비율,별점4비율,별점3비율,별점2비율,별점1비율,세일,쿠폰,증정,오늘드림,상품번호,카테고리ID
2026-07-21,전체,62,바노바기,[안소희PICK]바노바기 비타 제닉 젤리 마스크 10매 7종 택 1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000240465,30000,13900,53.7,15738,4.9,96,3,1,0,0,1,0,0,1,A000000240465,ALL
2026-07-21,전체,63,롬앤,[NEW두유코어/1등틴트] 롬앤 더 쥬시 래스팅 틴트 단품/기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000241210,13000,9900,23.8,259563,4.7,80,14,5,1,1,0,1,0,1,A000000241210,ALL
2026-07-21,전체,64,올더베러,올더베러 단백질 쉐이크 45g 6종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000245884,3900,3510,10.0,13927,4.8,86,8,4,1,1,0,1,0,1,A000000245884,ALL
2026-07-21,전체,65,키스미,[한정수량/올영픽 1+1기획] 키스미 스무스 리퀴드 아이라이너 N (3 color) (단품/기획),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185974,18000,17800,1.1,48571,4.8,87,10,3,0,0,1,0,0,1,A000000185974,ALL
2026-07-21,전체,66,메디큐브,[1등미백앰플]메디큐브 PDRN 핑크 펩타이드 앰플 30ml 리필기획(+리필팩50ml+거울키링),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255620,46000,24600,46.5,25180,4.7,84,10,4,1,1,1,0,1,1,A000000255620,ALL
2026-07-21,전체,67,코링코,[1등 속눈썹/또렷눈매] 코링코 톡톡하라 노글루 속눈썹 15종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213569,22000,13900,36.8,17931,4.8,84,11,4,1,1,1,1,0,1,A000000213569,ALL
2026-07-21,전체,68,이옴,[트러블흡착/최예나PICK] 이옴 트러블 패치 마스크 3매,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248829,21000,14700,30.0,4992,4.7,82,9,6,2,1,1,0,0,1,A000000248829,ALL
2026-07-21,전체,69,셀라딕스,[조유리 PICK/한정수량] 셀라딕스 트러블 세범 리밸런싱 131 앰플 30ml 기획 (+리필 10ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255068,28900,25400,12.1,3612,4.7,82,10,5,2,2,1,0,0,1,A000000255068,ALL
2026-07-21,전체,70,오브제,[7월올영픽/미피 손거울 증정] 오브제 포어 제로 오일 컨트롤 선스틱 18g 단품/기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238816,25000,18900,24.4,5018,4.9,90,7,2,0,0,1,0,1,1,A000000238816,ALL
2026-07-21,전체,71,메디힐,"[단독기획] 메디힐 콜라겐 캡슐 패치 60+60매 더블 기획 2종 (레티놀, 비타민C)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233470,45000,26400,41.3,5966,4.7,81,12,5,1,1,1,0,0,1,A000000233470,ALL
2026-07-21,전체,72,오호라,[NEW/글레이즈드 라인 출시] 오호라 시럽 네일강화제 15ml 18colors,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000251335,18000,15300,15.0,2766,4.7,79,12,6,1,1,1,1,0,1,A000000251335,ALL
2026-07-21,전체,73,아떼,[7월올영픽/이나연Pick/본품치크증정] 아떼 어센틱 립 글로이 밤 기획/단품,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223349,33000,23900,27.6,3117,4.8,85,10,3,1,1,1,1,1,1,A000000223349,ALL
2026-07-21,전체,74,딜라이트 프로젝트,딜라이트 프로젝트 베이글칩 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000147779,2700,2700,0.0,224764,4.9,90,7,3,0,0,0,0,0,1,A000000147779,ALL
2026-07-21,전체,75,조선미녀,[화잘먹/쌀알춘식이스트레스볼] 조선미녀 맑은쌀 선크림 50ml 2입 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188876,30000,26000,13.3,4010,4.9,89,8,3,0,0,1,0,1,1,A000000188876,ALL
2026-07-21,전체,76,크리니크,[7월올영픽/김고은PICK]크리니크 치크 팝 12 colors 기획/단품,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158991,36000,25500,29.2,33593,4.8,87,10,2,0,0,1,1,1,1,A000000158991,ALL
2026-07-21,전체,77,메디슨벨,[베러PICK] 메디슨벨 샐러디 컬 한 입 샐러드 젤리 7포 기획 (+1포) / 14포,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000259907,22900,19900,13.1,61,5.0,100,,,,,1,0,0,1,A000000259907,ALL
2026-07-21,전체,78,이니스프리,[1+1] 이니스프리 레티놀 시카 모공 흔적 앰플 30ml 리필기획(+30ml 리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000258877,48000,29200,39.2,2697,5.0,96,4,0,0,0,1,0,1,1,A000000258877,ALL
2026-07-21,전체,79,좋은느낌,좋은느낌 유기농100%순면 라이너 7종 택 1 (일반/롱/수퍼롱/맥시롱),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224296,7000,5200,25.7,27099,4.8,87,11,2,0,0,0,1,1,1,A000000224296,ALL
2026-07-21,전체,80,더마토리,[담곰이 에디션/쿨링진정] 더마토리 시카 PDRN 흔적 진정 거즈 패드 70매 리필 기획 (+70매 리필+패드 케이스),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223604,39000,23900,38.7,1999,4.8,84,11,4,1,0,1,1,1,1,A000000223604,ALL
